id,name
7357,Crest Piece
7358,Crest Piece
7359,Crest Piece
7433,Blank Scroll
7510,Valhalla's Flower  / Valhala's Flower
10007,Silk Ribbon
10028,Beautiful Badges
11002,Chef King Orleans Vol.1
11500,Light Yellow Potion
12006,Steel Arrow Quiver
12008,Fire Arrow Quiver
12114,Elemental Converter  / Elemental Converter: Fire
12115,Elemental Converter  / Elemental Converter: Water
12116,Elemental Converter  / Elemental Converter: Earth
12117,Elemental Converter  / Elemental Converter: Wind
12288,Squirrel Magic Powder
13008,Jitte
13009,Kamaitachi
13011,Asura
13012,Murasame
13015,Hakujin
13157,Drifter
13300,Huuma Wing Shuriken
13301,Huuma Giant Wheel Shuriken
13302,Huuma Giant Wheel Shuriken
13304,Huuma Calm Mind
16000,Erde
